global_category_match,final_match_score,recommended_price,price,average_price,confidence_score,pricing_status,source
0.12403100775193798,0.10334374638435728,599.0,599.0,599.0,0.048367810252714284,weak match,https://www.daraz.pk/products/1-32-i833609269.html
0.14388489208633093,0.11588729016786571,559.0,559.0,559.0,0.05753196732134719,weak match,https://www.daraz.pk/products/1-32-i833609556.html
0.15748031496062992,0.1357193987115247,449.0,449.0,449.0,0.05411901422866305,weak match,https://www.daraz.pk/products/1-32-i146654990.html
0.13333333333333333,0.08606060606060606,839.0,839.0,839.0,0.0219355185962646,weak match,https://www.daraz.pk/products/sw-1030-tool-set-driver-set-for-opening-mobile-tablet-laptop-repair-kit-for-mobile-repairing-i539897754.html
0.08737864077669903,0.08044908664243317,512.0,512.0,512.0,0.036580756981284,weak match,https://www.daraz.pk/products/1-24-1-25-i909619149.html
0.08571428571428572,0.08394088669950739,397.0,397.0,397.0,0.02959549912940003,weak match,https://www.daraz.pk/products/b6000-b7000-e8000-diy-i947289109.html
0.14102564102564102,0.1234910017518713,1026.0,1026.0,1026.0,0.01096722928524612,inconsistent pricing,https://www.daraz.pk/products/sw-1688-and-sw-2811-14-in-1-screwdrivers-mobile-repairing-tool-kit-screwdriver-set-repair-tools-phone-disassemble-mobile-hand-tool-by-electrica-i631733949.html
0.19444444444444445,0.15569985569985567,999.0,999.0,999.0,0.01756117377787005,inconsistent pricing,https://www.daraz.pk/products/40-i406106103.html
0.33962264150943394,0.21860767729342875,199.0,199.0,199.0,0.038634926981698334,inconsistent pricing,https://www.daraz.pk/products/7-in-1-mobile-phone-repair-tool-kit-ht18-i1946870820.html
0.1267605633802817,0.10784708249496981,510.0,510.0,510.0,0.048847257613174606,weak match,https://www.daraz.pk/products/1-24-cwrry-i846537803.html
0.08163265306122448,0.08065306122448979,399.0,399.0,399.0,0.028579548337985282,weak match,https://www.daraz.pk/products/1-31-crv-i566323550.html
0.07782101167315175,0.0677696260433065,175.0,175.0,175.0,0.010532579536037865,inconsistent pricing,https://www.daraz.pk/products/1-3-i1952730041.html
0.08737864077669903,0.08044908664243317,562.0,562.0,562.0,0.04015309653023751,weak match,https://www.daraz.pk/products/24-in-1-magnetic-precision-screwdriver-set-multi-function-repair-tool-kit-for-mobile-laptop-watch-glasses-electronics-professional-precision-kit-for-repairing-25-in-1-screwdriver-kit-i1947739637.html
0.1360544217687075,0.09389545291800931,527.0,527.0,527.0,0.04394574039768286,weak match,https://www.daraz.pk/products/1-24-i1949880002.html
0.15254237288135594,0.12930963207937163,221.0,221.0,221.0,0.025379599191421964,inconsistent pricing,https://www.daraz.pk/products/6-1-p-30-vr-01-i428521942.html
0.17142857142857143,0.11657142857142858,499.0,499.0,499.0,0.05165998477543771,weak match,https://www.daraz.pk/products/mechanic-uv-559-soldering-flux-paste-for-mobile-repairing-i885263788.html
0.16216216216216217,0.11658900279589934,720.0,720.0,720.0,0.04203830829052854,weak match,https://www.daraz.pk/products/kc-5-1-900m-i1950761650.html
0.14285714285714285,0.11107544141252006,570.0,570.0,570.0,0.054847198423944185,weak match,https://www.daraz.pk/products/universal-magnetic-screwdriver-set-31_in_-mobile-repair-mini-tool-kit-i393728901.html
0.10362694300518134,0.08387501962631497,519.0,519.0,519.0,0.03865997796275086,weak match,https://www.daraz.pk/products/universal-4-line-adjustable-dc-power-supply-cable-multi-function-current-test-wire-with-usb-output-and-alligator-clips-for-mobile-phone-repair-tools-iphoneandroid-by-electrica-i475144391.html
