brand,model,repair_type,recommended_price,min_price,max_price,average_price,confidence_score,pricing_status,source
apple,iphone 16 plus,panne,350.91,,,350.91,0.0,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,panne,53.91,,,53.91,0.006661239906225602,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,panne,0.0,,,0.0,0.0,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,29.9,,,29.9,0.14150650209389465,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,29.9,,,29.9,0.14150650209389465,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,19.9,,,19.9,0.10855741679523913,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,9.9,,,9.9,0.054005951068988305,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,24.9,,,24.9,0.13583314965836454,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,19.9,,,19.9,0.10855741679523913,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,9.9,,,9.9,0.054005951068988305,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,34.9,,,34.9,0.11423076923076925,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,29.9,,,29.9,0.14150650209389465,weak match,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
apple,iphone 16 plus,service,9.9,,,9.9,0.054005951068988305,inconsistent pricing,https://www.wefix.net/reparation/smartphone/apple/iphone-16-plus?tag=1
