global_category_match,final_match_score,recommended_price,price,average_price,confidence_score,pricing_status,source
0.1111111111111111,0.42493224932249324,20999.0,20999.0,20999.0,0.06029238438034998,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-m01-core-pakistan-priceoye-0txd9-100x100.webp
0.11428571428571428,0.4657142857142857,183999.0,183999.0,183999.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-note-21-pakistan-priceoye-r83bp-100x100.webp
0.10256410256410256,0.3955710955710956,153999.0,153999.0,153999.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-z-flip-lite-pakistan-priceoye-q57t1-100x100.webp
0.125,0.47162162162162163,13999.0,13999.0,13999.0,0.04461027230828174,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-a013-pakistan-priceoye-lknom-100x100.webp
0.125,0.5040540540540541,54000.0,54000.0,54000.0,0.1839140996426906,weak match,https://images.priceoye.pk/samsung-galaxy-a40s-pakistan-priceoye-sdn9r-100x100.webp
0.12121212121212122,0.49059011164274324,33300.0,33300.0,33300.0,0.11038426679889828,weak match,https://images.priceoye.pk/samsung-galaxy-jean2-pakistan-priceoye-gb3ut-100x100.webp
0.09523809523809523,0.39554204660587633,169999.0,169999.0,169999.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-note-10-exynos-pakistan-priceoye-hd2vz-100x100.webp
0.0975609756097561,0.4042417815482503,187500.0,187500.0,187500.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-s10-5g-exynos-pakistan-priceoye-l9mwz-100x100.webp
0.10256410256410256,0.4228438228438228,125000.0,125000.0,125000.0,0.06570738954419814,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-s10e-exynos-pakistan-priceoye-hjdqc-100x100.webp
0.125,0.47162162162162163,210000.0,210000.0,210000.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-zero-pakistan-priceoye-kk81s-100x100.webp
0.11428571428571428,0.4357142857142857,35000.0,35000.0,35000.0,0.10304193299909457,weak match,https://images.priceoye.pk/samsung-galaxy-s7-mini-pakistan-priceoye-eb7fv-100x100.webp
0.11764705882352941,0.4778280542986425,222800.0,222800.0,222800.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-fold-2-pakistan-priceoye-l2egr-100x100.webp
0.08888888888888889,0.3715555555555556,189999.0,189999.0,189999.0,0.0,inconsistent pricing,https://images.priceoye.pk/samsung-galaxy-note-10-5g-exynos-pakistan-priceoye-0wj2t-100x100.webp
