global_category_match,final_match_score,recommended_price,price,average_price,confidence_score,pricing_status,source
0.07547169811320754,0.12748597654258031,145320.0,145320.0,145320.0,0.050201230520181474,weak match,https://www.aliexpress.com/item/1005005653641688.html?spm=a2g0o.productlist.main.1.54cf0UaW0UaWER&algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-0&pdp_ext_f=%7B%22order%22%3A%2223%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21519.00%21519.00%21%21%2113.43%2113.43%21%40212e508d17449631420808082efb49%2112000033898845750%21sea%21PK%211721830872%21ABX&curPageLogUid=xUnWAoaCblUO&utparam-url=scene%3Asearch%7Cquery_from%3A
0.06451612903225806,0.12813203300825207,131600.0,131600.0,131600.0,0.045691999631167275,weak match,https://www.aliexpress.com/item/1005005670163582.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-1&pdp_ext_f=%7B%22order%22%3A%2251%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21470.70%21470.70%21%21%2112.18%2112.18%21%40212e508d17449631420808082efb49%2112000033959665264%21sea%21PK%211721830872%21ABX&curPageLogUid=ynRG4BECKAg6&utparam-url=scene%3Asearch%7Cquery_from%3A
0.064,0.12713846153846153,153440.0,153440.0,153440.0,0.052861818606279906,weak match,https://www.aliexpress.com/item/1005005669853306.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-2&pdp_ext_f=%7B%22order%22%3A%2223%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21548.76%21548.76%21%21%2114.20%2114.20%21%40212e508d17449631420808082efb49%2112000033958841146%21sea%21PK%211721830872%21ABX&curPageLogUid=xHyiGVfeKUS6&utparam-url=scene%3Asearch%7Cquery_from%3A
0.1308411214953271,0.15947930574098798,153440.0,153440.0,153440.0,0.06630854290292974,weak match,https://www.aliexpress.com/item/1005005670129652.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-3&pdp_ext_f=%7B%22order%22%3A%2225%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21548.37%21548.37%21%21%2114.19%2114.19%21%40212e508d17449631420808082efb49%2112000033959577796%21sea%21PK%211721830872%21ABX&curPageLogUid=CpPnIsD7S08x&utparam-url=scene%3Asearch%7Cquery_from%3A
0.125,0.1423076923076923,116760.0,116760.0,116760.0,0.04502451266487685,weak match,https://www.aliexpress.com/item/1005005740871614.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-4&pdp_ext_f=%7B%22order%22%3A%2278%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21440.30%21417.86%21%21%211.57%211.49%21%40212e508d17449631420808082efb49%2112000034177208213%21sea%21PK%211721830872%21ABX&curPageLogUid=0ICMeVsR4RnV&utparam-url=scene%3Asearch%7Cquery_from%3A
0.112,0.12787692307692308,198520.0,198520.0,198520.0,0.05908728843235672,weak match,https://www.aliexpress.com/item/1005005061191614.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-5&pdp_ext_f=%7B%22order%22%3A%2227%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%211421.85%21709.52%21%21%215.07%212.53%21%40212e508d17449631420808082efb49%2112000031488748479%21sea%21PK%211721830872%21ABX&curPageLogUid=VxsVv69bDMHs&utparam-url=scene%3Asearch%7Cquery_from%3A
0.11864406779661017,0.13526250516742455,144480.0,144480.0,144480.0,0.05295557865431796,weak match,https://www.aliexpress.com/item/1005006281170364.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-6&pdp_ext_f=%7B%22order%22%3A%2227%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21535.65%21516.02%21%21%211.91%211.84%21%40212e508d17449631420808082efb49%2112000036594308249%21sea%21PK%211721830872%21ABX&curPageLogUid=HaXHfM1YVXlB&utparam-url=scene%3Asearch%7Cquery_from%3A
0.12280701754385964,0.13987910953855226,98840.0,98840.0,98840.0,0.03746382827549997,weak match,https://www.aliexpress.com/item/1005005065863415.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-7&pdp_ext_f=%7B%22order%22%3A%22243%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21370.19%21353.36%21%21%211.32%211.26%21%40212e508d17449631420808082efb49%2112000031503582501%21sea%21PK%211721830872%21ABX&curPageLogUid=L55jVNB6cZFa&utparam-url=scene%3Asearch%7Cquery_from%3A
0.1391304347826087,0.12565217391304348,130200.0,130200.0,130200.0,0.04433100217721185,weak match,https://www.aliexpress.com/item/1005006139788813.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-8&pdp_ext_f=%7B%22order%22%3A%22828%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%21465.54%21465.54%21%21%211.66%211.66%21%40212e508d17449631420808082efb49%2112000035938387597%21sea%21PK%211721830872%21ABX&curPageLogUid=8eBr0OMefrzI&utparam-url=scene%3Asearch%7Cquery_from%3A
0.14953271028037382,0.14552736982643522,216720.0,216720.0,216720.0,0.06006592502699602,weak match,https://www.aliexpress.com/item/1005005985369881.html?algo_pvid=4946c5bb-506d-491e-a5a6-98555582bc70&algo_exp_id=4946c5bb-506d-491e-a5a6-98555582bc70-9&pdp_ext_f=%7B%22order%22%3A%2273%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21PKR%211759.12%21774.06%21%21%2145.52%2120.03%21%40212e508d17449631420808082efb49%2112000035185570056%21sea%21PK%211721830872%21ABX&curPageLogUid=X9EPhLViBjgD&utparam-url=scene%3Asearch%7Cquery_from%3A
