global_category_match,final_match_score,recommended_price,price,average_price,confidence_score,pricing_status,source
0.3188405797101449,0.3059146102624364,,,,0.0,missing data,"https://cf.cjdropshipping.com/quick/product/3bcf75c0-d370-47cc-bfaa-23938d33fc07.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.24691358024691357,0.19643985070341657,,,,0.0,missing data,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1620446192200.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.0891089108910891,0.0878174773999139,,,,0.0,missing data,"https://cc-west-usa.oss-accelerate.aliyuncs.com/f2d6a390-c99f-4f3e-8a6c-c2fa2c47ed74.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.20689655172413793,0.14226275292106014,,,,0.0,missing data,"https://cc-west-usa.oss-accelerate.aliyuncs.com/15570720/180325109104.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.17054263565891473,0.10403794978595395,,,,0.0,missing data,"https://cf.cjdropshipping.com/quick/product/c4e9d6b5-1588-4091-bbd4-b89f47cf60e5.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.15503875968992248,0.12470207104014809,,,,0.0,missing data,"https://cc-west-usa.oss-accelerate.aliyuncs.com/78c173c2-7c8b-4a8c-9af9-d33d4da8c8e1.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250"
0.13636363636363635,0.1333775713337757,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.3333333333333333,0.2574712643678161,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.25316455696202533,0.18698010849909585,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.11382113821138211,0.12990345528455283,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.2641509433962264,0.22979830839297333,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.16666666666666666,0.17743589743589744,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.2,0.14545454545454545,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.3448275862068966,0.2438133874239351,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.21428571428571427,0.16440281030444964,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.21052631578947367,0.16162988115449914,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.2222222222222222,0.19797979797979798,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.22950819672131148,0.1827123695976155,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.16216216216216217,0.12562435853575094,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.4878048780487805,0.24729586426299047,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.20588235294117646,0.1974214343271555,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.17391304347826086,0.15064629847238542,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.29411764705882354,0.2407239819004525,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.25806451612903225,0.16989247311827957,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
0.2807017543859649,0.22840973401245046,,,,0.0,missing data,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg
